x,Cp
-1.0,-0.0024098031245722365
-0.9866071428571429,0.0005907065697297316
-0.9732142857142857,7.96117273097336e-05
-0.9598214285714286,0.002705105962583708
-0.9464285714285714,0.002301713478104091
-0.9330357142857143,0.004335271500487667
-0.9196428571428572,0.003815697663463326
-0.90625,0.005296252575586317
-0.8928571428571429,0.004519369520938324
-0.8794642857142857,0.005626743835550432
-0.8660714285714286,0.004554623552834682
-0.8526785714285714,0.005371818632142497
-0.8392857142857143,0.003971447471378468
-0.8258928571428572,0.004469014079236885
-0.8125,0.002639384247489849
-0.7991071428571429,0.0028035676076851434
-0.7857142857142857,0.00045004103984049097
-0.7723214285714286,0.000367873176224103
-0.7589285714285714,-0.0024509840782498166
-0.7455357142857143,-0.0025705085968160506
-0.7321428571428572,-0.00557227366891296
-0.71875,-0.005470922992456185
-0.7053571428571428,-0.008210057624921432
-0.6919642857142858,-0.007672785718305518
-0.6785714285714286,-0.009659074057866153
-0.6651785714285714,-0.008496898481762197
-0.6517857142857143,-0.00943032280951056
-0.6383928571428572,-0.0075168504403331235
-0.625,-0.0074144220051968876
-0.6116071428571429,-0.004765086656269812
-0.5982142857142858,-0.0038743576571391007
-0.5848214285714286,-0.0005890872879751936
-0.5714285714285714,0.0007984576538561122
-0.5580357142857143,0.004559099725098882
-0.5446428571428572,0.006187158114262466
-0.53125,0.01020718286090433
-0.5178571428571429,0.011842329105270718
-0.5044642857142858,0.015902481524432882
-0.4910714285714286,0.017398509127157416
-0.4776785714285715,0.02134441909044428
-0.4642857142857143,0.022611427258962213
-0.4508928571428572,0.026298384397199018
-0.4375,0.027258754197253536
-0.4241071428571429,0.030579938226978205
-0.4107142857142857,0.031170821126129768
-0.3973214285714286,0.034101905379972784
-0.3839285714285715,0.034350938958741264
-0.3705357142857143,0.03693379244619424
-0.3571428571428572,0.03695919698903776
-0.34375,0.039261365039253406
-0.3303571428571429,0.03918871003367192
-0.3169642857142857,0.04125373325203804
-0.3035714285714286,0.041168325262095164
-0.2901785714285715,0.04304227383393724
-0.2767857142857143,0.04307032442836591
-0.2633928571428572,0.04486207875644578
-0.25,0.04515347861977973
-0.2366071428571429,0.046929262398491114
-0.2232142857142858,0.04758035468004204
-0.2098214285714286,0.049322784451445174
-0.1964285714285715,0.05041637879100074
-0.1830357142857143,0.05212891080850313
-0.1696428571428572,0.053821765174079654
-0.15625,0.055547244575736995
-0.1428571428571429,0.05806799659232268
-0.1294642857142858,0.05981569315065734
-0.1160714285714286,0.06358854087534459
-0.10267857142857151,0.06528790806888447
-0.0892857142857143,0.07119755907195524
-0.0758928571428572,0.07273758947765084
-0.0625,0.08302576925326599
-0.049107142857142905,0.08440834974276419
-0.03571428571428581,0.10633226155977835
-0.022321428571428603,0.10781602926385284
-0.008928571428571508,0.17300578254381155
0.004464285714285587,0.1777360354206648
0.017857142857142794,0.07605378462160767
0.03125,0.0786916269300867
0.044642857142856984,0.0283560626825009
0.05803571428571419,0.03007876610205751
0.0714285714285714,-0.004098688385267158
0.0848214285714286,-0.0026755247650780863
0.09821428571428559,-0.029236513700130477
0.1116071428571428,-0.027885872292620486
0.125,-0.04980472985203856
0.13839285714285698,-0.048521288794794795
0.1517857142857142,-0.06716076126927846
0.1651785714285714,-0.06595180858117829
0.1785714285714286,-0.08198451576927504
0.1919642857142856,-0.08077685763706244
0.2053571428571428,-0.09455327223492895
0.21875,-0.093160272642773
0.23214285714285698,-0.10487081946921895
0.2455357142857142,-0.10312089163326088
0.2589285714285714,-0.11294187232876335
0.2723214285714286,-0.11074951096832183
0.2857142857142856,-0.11895154254988134
0.2991071428571428,-0.11631585407414809
0.3125,-0.12321174184225228
0.325892857142857,-0.12023345091023999
0.3392857142857142,-0.12606453364783893
0.3526785714285714,-0.1228840588488973
0.3660714285714286,-0.12776642318415404
0.3794642857142856,-0.1244299627075919
0.3928571428571428,-0.12843392184448632
0.40625,-0.12493511098921736
0.419642857142857,-0.1281470766392475
0.4330357142857142,-0.12456427345172853
0.4464285714285714,-0.1271220482067762
0.4598214285714284,-0.12350493426917897
0.4732142857142856,-0.12548996925095368
0.4866071428571428,-0.12185003347149752
0.5,-0.12323320656447087
0.513392857142857,-0.11955337694680734
0.5267857142857142,-0.12035117930883318
0.5401785714285714,-0.11661125699373834
0.5535714285714284,-0.11680168407499844
0.5669642857142856,-0.11292485199378069
0.5803571428571428,-0.11247020258790284
0.59375,-0.10831921445972
0.607142857142857,-0.10719717460030953
0.6205357142857142,-0.10269898523928617
0.6339285714285714,-0.1008948200986583
0.6473214285714284,-0.09603384623734879
0.6607142857142856,-0.09350654165642087
0.6741071428571428,-0.08825275503837465
0.6875,-0.08497740101699991
0.700892857142857,-0.07931688690131182
0.7142857142857142,-0.07538020348087271
0.7276785714285714,-0.06937184096182558
0.7410714285714284,-0.06491806142825189
0.7544642857142856,-0.05858592426175727
0.7678571428571428,-0.0536965405704384
0.78125,-0.0469400415576782
0.794642857142857,-0.04161217795618979
0.8080357142857142,-0.034309365658782086
0.8214285714285714,-0.028558043342133944
0.8348214285714284,-0.020557488118886136
0.8482142857142856,-0.014360156473642216
0.8616071428571428,-0.0053160060323178175
0.875,0.0014206745488490257
0.888392857142857,0.012134177079560366
0.9017857142857142,0.019511877639238753
0.9151785714285714,0.0330761747096048
0.9285714285714284,0.04131182246027019
0.9419642857142856,0.06034293568406424
0.9553571428571428,0.0697911913870808
0.96875,0.1019013532861132
0.982142857142857,0.11336035106077544
0.9955357142857142,0.1906561029835822
1.0089285714285712,0.20909216906425523
1.0223214285714284,0.11890545013116752
1.0357142857142856,0.1314239468417918
1.0491071428571428,0.09009425033056533
1.0625,0.09957771499540995
1.0758928571428572,0.0730727473043728
1.089285714285714,0.08065894702358699
