x,Cp
-1.0,0.0015922048119474778
-0.953125,0.001277585916630567
-0.90625,0.001883468062845672
-0.859375,0.00156432592843641
-0.8125,0.002461748230306509
-0.765625,0.0023265231704212627
-0.71875,0.0031951005549172716
-0.671875,0.0032488950579004704
-0.625,0.004059025575613285
-0.578125,0.0043805738350342766
-0.53125,0.0053182239991092315
-0.484375,0.00614354940906379
-0.4375,0.007424999423563702
-0.390625,0.009048091301446605
-0.34375,0.010946700505279834
-0.296875,0.013881066594426202
-0.25,0.017066381832805292
-0.203125,0.02268210177982267
-0.15625,0.029431250863672927
-0.109375,0.04234836512963922
-0.0625,0.06359681778643146
-0.015625,0.10533393336978478
0.03125,0.0648500498570981
0.078125,-0.009510277052433474
0.125,-0.02756779467202896
0.171875,-0.06142044577808717
0.21875,-0.07117693871376427
0.265625,-0.09121155081131528
0.3125,-0.09593380749411796
0.359375,-0.10847695462936853
0.40625,-0.10913808261393991
0.453125,-0.1163181085521452
0.5,-0.11326372245394281
0.546875,-0.11597612025098589
0.59375,-0.1091571545832802
0.640625,-0.10755240506655549
0.6875,-0.09626879878688688
0.734375,-0.08996213750392502
0.78125,-0.0722417560486184
0.828125,-0.059999370873902426
0.875,-0.029920829752373083
0.921875,-0.007762747208569293
0.96875,0.05950939434794703
1.015625,0.10895504527685333
1.0625,0.06398101931981404
1.109375,0.04550774732008808
1.15625,0.02950553151440431
1.203125,0.025484034568312688
1.25,0.01727987461089656
1.296875,0.016587408537367742
1.34375,0.011301651148762464
1.390625,0.011702388728304747
1.4375,0.00780954920552068
1.484375,0.008692809300827014
1.53125,0.005615528362437009
1.578125,0.006668066882499426
1.625,0.004119116519570223
1.671875,0.00513177141426087
1.71875,0.0029127374698492935
1.765625,0.0038559712407837767
1.8125,0.0018065208882383026
1.859375,0.0027303139281770047
1.90625,0.0007176014778906355
1.953125,0.0016138885136209751
2.0,-0.00040931114524831103
