x,Cp
-1.0,0.0002510552063775936
-0.953125,0.00019652769761940243
-0.90625,-0.0004106276958526038
-0.859375,-0.00030697133739148813
-0.8125,-0.0006538185276793885
-0.765625,-0.0002767167344506781
-0.71875,-0.00019140624080453227
-0.671875,0.0005261807608490145
-0.625,0.0011055434297470392
-0.578125,0.002344439203110899
-0.53125,0.0034034430523299285
-0.484375,0.005297627803788206
-0.4375,0.006738580973181829
-0.390625,0.009520550004469322
-0.34375,0.011589522088118311
-0.296875,0.01613653549825422
-0.25,0.019959488363975788
-0.203125,0.028576977953050732
-0.15625,0.03783876775680248
-0.109375,0.057736931596631486
-0.0625,0.08939609551360277
-0.015625,0.1582651525857512
0.03125,0.09878189431403653
0.078125,-0.029057002975319723
0.125,-0.061938152998619864
0.171875,-0.12283883233435709
0.21875,-0.14578168402866876
0.265625,-0.18375247323401686
0.3125,-0.19959154303905366
0.359375,-0.22347034572867805
0.40625,-0.23352746971364957
0.453125,-0.24519832212188775
0.5,-0.24632555564734032
0.546875,-0.24410856811476625
0.59375,-0.23206700218718596
0.640625,-0.21719169712485764
0.6875,-0.1949854840485936
0.734375,-0.173408241542526
0.78125,-0.1424542307860331
0.828125,-0.11364616717285347
0.875,-0.06466023131358818
0.921875,-0.021972654315027845
0.96875,0.079165204688579
1.015625,0.16768868622535768
1.0625,0.09386916594282341
1.109375,0.06179089475831423
1.15625,0.035281179212117944
1.203125,0.029974945649632705
1.25,0.01700424504913151
1.296875,0.015349556996296585
1.34375,0.008208330614878977
1.390625,0.007394721487997747
1.4375,0.0035238137641596438
1.484375,0.0031986254250442625
1.53125,0.0012769588957226646
1.578125,0.0012486629518813556
1.625,0.00030968272031225947
1.671875,0.00031058922842277885
1.71875,-0.00021292927809397972
1.765625,-0.00023325941030970547
1.8125,-0.0005094632290888447
1.859375,-0.0005146451234921948
1.90625,-0.0007024099277184749
1.953125,-0.0008176604186028411
2.0,-0.0010948888341631691
