"TimeStep","Velocity:0","Velocity:1","Total Energy","Internal Energy","Temperature","Speed of Sound","Pressure","Total Enthalpy","Mach Number","Density","Points:0","Points:1","Points:2"
119,297.43,4.9251,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.34514,0.40042,0
119,300.08,4.3335,2.1955e+05,1.7452e+05,243.19,312.62,56045,2.8936e+05,0.96,0.80286,0.37711,0.40085,0
119,302.72,3.6792,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79635,0.4091,0.40119,0
119,305.35,3.0095,2.2001e+05,1.7338e+05,241.61,311.6,54779,2.8936e+05,0.98,0.78986,0.44,0.39735,0
119,305.35,2.9669,2.2001e+05,1.7338e+05,241.61,311.6,54779,2.8936e+05,0.98,0.78986,0.44117,0.40142,0
119,307.97,2.1953,2.2024e+05,1.7281e+05,240.81,311.09,54150,2.8936e+05,0.99,0.78337,0.47344,0.40156,0
119,310.57,1.3659,2.2046e+05,1.7224e+05,240.01,310.57,53524,2.8936e+05,1,0.77689,0.50604,0.40159,0
119,313.15,0.46631,2.2069e+05,1.7166e+05,239.21,310.05,52901,2.8936e+05,1.01,0.77042,0.53919,0.40152,0
119,315.72,-0.54606,2.2093e+05,1.7109e+05,238.41,309.53,52281,2.8936e+05,1.02,0.76396,0.57333,0.39789,0
119,315.72,-0.58578,2.2093e+05,1.7109e+05,238.41,309.53,52281,2.8936e+05,1.02,0.76396,0.57487,0.40132,0
119,318.27,-1.9346,2.2116e+05,1.7051e+05,237.6,309,51665,2.8936e+05,1.03,0.75752,0.61333,0.39604,0
119,318.27,-2.2401,2.2116e+05,1.7051e+05,237.6,309.01,51665,2.8936e+05,1.03,0.75752,0.62106,0.40087,0
119,318.26,-3.3023,2.2116e+05,1.7051e+05,237.6,309,51665,2.8936e+05,1.03,0.75751,0.64,0.39812,0
119,318.26,-2.8208,2.2116e+05,1.7051e+05,237.6,309,51665,2.8936e+05,1.03,0.75752,0.63224,0.40074,0
119,313.09,-5.2689,2.2069e+05,1.7166e+05,239.2,310.05,52900,2.8935e+05,1.01,0.77039,0.66096,0.40033,0
119,315.68,-4.528,2.2092e+05,1.7108e+05,238.4,309.53,52280,2.8936e+05,1.02,0.76395,0.65359,0.40044,0
119,307.89,-6.4309,2.2023e+05,1.7281e+05,240.8,311.08,54149,2.8935e+05,0.99,0.78334,0.67429,0.40011,0
119,310.5,-5.9511,2.2046e+05,1.7223e+05,240,310.56,53522,2.8935e+05,1,0.77685,0.66807,0.40021,0
119,302.65,-7.1997,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79634,0.68822,0.39986,0
119,305.28,-6.8961,2.2e+05,1.7338e+05,241.6,311.6,54777,2.8936e+05,0.98,0.78982,0.68063,0.4,0
119,300.02,-7.4581,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80285,0.697,0.3997,0
119,297.37,-7.6142,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.70885,0.39946,0
119,294.71,-7.6986,2.191e+05,1.7564e+05,244.76,313.63,57321,2.8936e+05,0.94,0.81586,0.72541,0.39911,0
119,292.03,-7.722,2.1888e+05,1.762e+05,245.54,314.12,57962,2.8936e+05,0.93,0.82237,0.74488,0.39866,0
119,289.35,-7.6446,2.1865e+05,1.7676e+05,246.32,314.62,58608,2.8936e+05,0.92,0.82891,0.7671,0.39811,0
119,286.66,-7.5242,2.1844e+05,1.7732e+05,247.09,315.12,59258,2.8936e+05,0.91,0.83546,0.7927,0.39741,0
119,283.95,-7.4206,2.1821e+05,1.7787e+05,247.86,315.61,59902,2.8936e+05,0.9,0.84194,0.82509,0.39643,0
119,281.23,-7.166,2.1799e+05,1.7842e+05,248.63,316.09,60556,2.8936e+05,0.89,0.84849,0.8576,0.39534,0
119,278.5,-6.791,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85497,0.89607,0.39393,0
119,275.77,-6.1816,2.1755e+05,1.7951e+05,250.14,317.06,61859,2.8936e+05,0.87,0.86149,0.93937,0.39216,0
119,273.03,-5.1345,2.1734e+05,1.8005e+05,250.9,317.54,62515,2.8936e+05,0.86,0.86801,0.99456,0.38964,0
119,270.29,-2.9514,2.1712e+05,1.8059e+05,251.65,318.01,63169,2.8936e+05,0.85,0.87449,1.1067,0.38203,0
119,270.29,-2.7246,2.1712e+05,1.8059e+05,251.65,318.01,63170,2.8936e+05,0.85,0.8745,1.119,0.38938,0
119,270.3,-0.3438,2.1712e+05,1.8058e+05,251.64,318.01,63164,2.8935e+05,0.85,0.87444,1.518,0.38938,0
119,270.3,-0.343,2.1712e+05,1.8058e+05,251.64,318.01,63164,2.8935e+05,0.85,0.87444,1.52,0.38571,0
119,270.31,-0.15045,2.1712e+05,1.8059e+05,251.64,318.01,63165,2.8935e+05,0.85,0.87445,1.6073,0.38938,0
119,270.31,-0.068569,2.1713e+05,1.8059e+05,251.65,318.01,63175,2.8936e+05,0.85,0.87454,1.7793,0.38938,0
119,270.3,2.9941,2.1713e+05,1.8059e+05,251.66,318.01,63177,2.8937e+05,0.85,0.87457,-0.097606,0.39823,0
119,270.29,3.073,2.1713e+05,1.8059e+05,251.66,318.01,63177,2.8937e+05,0.85,0.87457,-0.093333,0.39451,0
119,273.04,4.87,2.1734e+05,1.8005e+05,250.9,317.54,62515,2.8936e+05,0.86,0.86801,0.0073433,0.39858,0
119,275.78,5.7428,2.1755e+05,1.7951e+05,250.14,317.06,61859,2.8936e+05,0.87,0.8615,0.062958,0.40107,0
119,278.52,6.211,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85498,0.10685,0.40282,0
119,281.25,6.4363,2.1799e+05,1.7842e+05,248.63,316.09,60554,2.8936e+05,0.89,0.84848,0.14567,0.40422,0
119,283.97,6.4655,2.1821e+05,1.7787e+05,247.86,315.61,59904,2.8936e+05,0.9,0.84196,0.18155,0.40538,0
119,286.68,6.3507,2.1843e+05,1.7732e+05,247.09,315.12,59255,2.8936e+05,0.91,0.83544,0.21591,0.40638,0
119,289.39,6.1115,2.1865e+05,1.7676e+05,246.32,314.62,58609,2.8936e+05,0.92,0.82892,0.24933,0.40724,0
119,292.08,5.768,2.1888e+05,1.7621e+05,245.54,314.13,57965,2.8936e+05,0.93,0.8224,0.28216,0.40798,0
119,294.76,5.332,2.191e+05,1.7565e+05,244.76,313.63,57323,2.8936e+05,0.94,0.81588,0.31465,0.40861,0
119,297.43,4.835,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.34667,0.40781,0
119,297.43,4.8187,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.34694,0.40914,0
119,300.08,4.233,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80286,0.37914,0.40956,0
119,302.73,3.5862,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79636,0.41134,0.40989,0
119,305.35,2.879,2.2001e+05,1.7338e+05,241.61,311.6,54779,2.8936e+05,0.98,0.78986,0.44362,0.41011,0
119,307.97,2.1145,2.2024e+05,1.7281e+05,240.81,311.09,54150,2.8936e+05,0.99,0.78337,0.47609,0.41024,0
119,310.57,1.3494,2.2046e+05,1.7224e+05,240.01,310.57,53524,2.8936e+05,1,0.77688,0.50667,0.40348,0
119,310.57,1.2899,2.2046e+05,1.7224e+05,240.01,310.57,53524,2.8936e+05,1,0.77689,0.50892,0.41026,0
119,313.15,0.39107,2.2069e+05,1.7166e+05,239.21,310.05,52901,2.8936e+05,1.01,0.77042,0.54238,0.41018,0
119,315.72,-0.68684,2.2093e+05,1.7109e+05,238.41,309.53,52281,2.8936e+05,1.02,0.76396,0.57883,0.40996,0
119,318.27,-2.469,2.2116e+05,1.7051e+05,237.6,309.01,51665,2.8936e+05,1.03,0.75752,0.62667,0.40341,0
119,315.68,-4.5045,2.2092e+05,1.7108e+05,238.4,309.53,52280,2.8936e+05,1.02,0.76395,0.65333,0.40139,0
119,315.69,-4.1635,2.2092e+05,1.7108e+05,238.4,309.53,52281,2.8936e+05,1.02,0.76395,0.64935,0.40919,0
119,310.5,-5.8108,2.2046e+05,1.7223e+05,240,310.56,53521,2.8935e+05,1,0.77685,0.66667,0.40702,0
119,310.5,-5.756,2.2046e+05,1.7223e+05,240,310.56,53521,2.8935e+05,1,0.77685,0.66619,0.40894,0
119,313.1,-5.0367,2.2069e+05,1.7166e+05,239.2,310.05,52900,2.8936e+05,1.01,0.7704,0.6587,0.40905,0
119,305.28,-6.8162,2.2e+05,1.7338e+05,241.6,311.6,54777,2.8936e+05,0.98,0.78982,0.68,0.4039,0
119,305.28,-6.7011,2.2e+05,1.7338e+05,241.6,311.6,54777,2.8936e+05,0.98,0.78983,0.67933,0.40872,0
119,307.89,-6.2367,2.2023e+05,1.7281e+05,240.8,311.08,54149,2.8935e+05,0.99,0.78334,0.67279,0.40883,0
119,302.66,-7.0155,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79634,0.68722,0.40858,0
119,300.02,-7.2821,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80285,0.69616,0.40841,0
119,297.37,-7.4455,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.70835,0.40817,0
119,294.71,-7.5385,2.191e+05,1.7564e+05,244.76,313.63,57321,2.8936e+05,0.94,0.81586,0.7252,0.40782,0
119,292.04,-7.5706,2.1888e+05,1.762e+05,245.54,314.12,57962,2.8936e+05,0.93,0.82237,0.74494,0.40738,0
119,289.35,-7.5005,2.1865e+05,1.7676e+05,246.32,314.62,58608,2.8936e+05,0.92,0.8289,0.76745,0.40682,0
119,286.66,-7.3836,2.1844e+05,1.7732e+05,247.09,315.12,59258,2.8936e+05,0.91,0.83546,0.79305,0.40613,0
119,283.95,-7.2765,2.1821e+05,1.7787e+05,247.86,315.61,59902,2.8936e+05,0.9,0.84194,0.82566,0.40516,0
119,281.24,-7.0206,2.1799e+05,1.7842e+05,248.63,316.09,60555,2.8936e+05,0.89,0.84849,0.85863,0.40407,0
119,278.51,-6.6395,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85498,0.89759,0.40265,0
119,275.77,-6.0248,2.1755e+05,1.7951e+05,250.14,317.06,61858,2.8936e+05,0.87,0.86149,0.94194,0.40086,0
119,273.04,-4.9676,2.1734e+05,1.8005e+05,250.9,317.54,62514,2.8936e+05,0.86,0.868,0.99882,0.39829,0
119,270.29,-2.7069,2.1712e+05,1.8059e+05,251.65,318.01,63170,2.8936e+05,0.85,0.8745,1.12,0.39003,0
119,270.3,-2.499,2.1712e+05,1.8059e+05,251.65,318.01,63170,2.8936e+05,0.85,0.8745,1.1333,0.39701,0
119,270.3,-2.466,2.1712e+05,1.8059e+05,251.65,318.01,63170,2.8936e+05,0.85,0.8745,1.1356,0.39823,0
119,270.3,-0.34498,2.1712e+05,1.8059e+05,251.64,318.01,63165,2.8935e+05,0.85,0.87445,1.5133,0.39823,0
119,270.31,-0.15301,2.1712e+05,1.8059e+05,251.64,318.01,63166,2.8935e+05,0.85,0.87446,1.6127,0.39823,0
119,270.31,-0.062874,2.1713e+05,1.8059e+05,251.65,318.01,63175,2.8936e+05,0.85,0.87455,1.7827,0.39823,0
119,270.3,2.817,2.1713e+05,1.8059e+05,251.66,318.01,63178,2.8937e+05,0.85,0.87458,-0.1073,0.40708,0
119,270.3,2.8277,2.1713e+05,1.8059e+05,251.66,318.01,63178,2.8937e+05,0.85,0.87458,-0.10667,0.40662,0
119,273.04,4.7185,2.1734e+05,1.8005e+05,250.9,317.54,62514,2.8936e+05,0.86,0.86801,0.0035784,0.40725,0
119,275.78,5.5982,2.1755e+05,1.7951e+05,250.14,317.06,61859,2.8936e+05,0.87,0.8615,0.060824,0.40979,0
119,278.52,6.0745,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85498,0.10573,0.41156,0
119,278.52,6.1882,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85498,0.10667,0.40429,0
119,281.25,6.3037,2.1799e+05,1.7842e+05,248.62,316.09,60554,2.8936e+05,0.89,0.84847,0.14524,0.41297,0
119,283.97,6.3377,2.1821e+05,1.7787e+05,247.86,315.61,59903,2.8936e+05,0.9,0.84195,0.18167,0.41413,0
119,286.69,6.2268,2.1843e+05,1.7732e+05,247.09,315.12,59255,2.8936e+05,0.91,0.83543,0.21648,0.41512,0
119,289.39,5.9921,2.1865e+05,1.7676e+05,246.32,314.62,58609,2.8936e+05,0.92,0.82892,0.25027,0.41598,0
119,292.08,5.6523,2.1888e+05,1.7621e+05,245.54,314.13,57964,2.8936e+05,0.93,0.8224,0.28343,0.41671,0
119,294.76,5.2218,2.191e+05,1.7565e+05,244.76,313.63,57322,2.8936e+05,0.94,0.81588,0.3162,0.41733,0
119,297.43,4.7131,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.34875,0.41785,0
119,300.08,4.1341,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80286,0.38117,0.41827,0
119,302.73,3.5041,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79636,0.41333,0.41764,0
119,302.73,3.494,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79636,0.41358,0.41858,0
119,305.35,2.7919,2.2001e+05,1.7338e+05,241.61,311.6,54779,2.8936e+05,0.98,0.78986,0.44606,0.4188,0
119,307.97,2.034,2.2024e+05,1.7281e+05,240.81,311.09,54150,2.8936e+05,0.99,0.78337,0.47873,0.41892,0
119,310.57,1.2134,2.2046e+05,1.7224e+05,240.01,310.57,53524,2.8936e+05,1,0.77689,0.51181,0.41893,0
119,313.15,0.31429,2.2069e+05,1.7166e+05,239.21,310.05,52901,2.8936e+05,1.01,0.77042,0.54561,0.41884,0
119,315.72,-0.79617,2.2093e+05,1.7109e+05,238.41,309.53,52281,2.8936e+05,1.02,0.76396,0.58301,0.41861,0
119,315.69,-3.8229,2.2092e+05,1.7108e+05,238.4,309.53,52281,2.8936e+05,1.02,0.76395,0.64537,0.41793,0
119,310.51,-5.5165,2.2046e+05,1.7223e+05,240,310.56,53522,2.8935e+05,1,0.77686,0.66409,0.41766,0
119,313.1,-4.8165,2.2069e+05,1.7166e+05,239.2,310.05,52900,2.8936e+05,1.01,0.7704,0.65644,0.41778,0
119,305.29,-6.5024,2.2001e+05,1.7338e+05,241.6,311.6,54778,2.8936e+05,0.98,0.78983,0.6781,0.41743,0
119,307.9,-6.0513,2.2023e+05,1.7281e+05,240.8,311.08,54149,2.8936e+05,0.99,0.78334,0.67123,0.41755,0
119,302.66,-6.8386,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79634,0.68616,0.41729,0
119,300.03,-7.1125,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80285,0.69526,0.41713,0
119,297.38,-7.2837,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.70781,0.41689,0
119,294.71,-7.3845,2.191e+05,1.7564e+05,244.76,313.63,57321,2.8936e+05,0.94,0.81586,0.72496,0.41654,0
119,292.04,-7.4241,2.1888e+05,1.762e+05,245.54,314.12,57962,2.8936e+05,0.93,0.82237,0.74497,0.41609,0
119,289.36,-7.3612,2.1865e+05,1.7676e+05,246.32,314.62,58608,2.8936e+05,0.92,0.8289,0.76777,0.41553,0
119,286.67,-7.2475,2.1844e+05,1.7732e+05,247.09,315.12,59258,2.8936e+05,0.91,0.83546,0.7934,0.41485,0
119,283.96,-7.1365,2.1821e+05,1.7787e+05,247.86,315.61,59903,2.8936e+05,0.9,0.84195,0.82621,0.41389,0
119,281.24,-6.8796,2.1799e+05,1.7842e+05,248.63,316.09,60556,2.8936e+05,0.89,0.84849,0.85967,0.4128,0
119,278.51,-6.4931,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85498,0.89911,0.41138,0
119,275.78,-5.8733,2.1755e+05,1.7951e+05,250.14,317.06,61858,2.8936e+05,0.87,0.86148,0.94454,0.40956,0
119,273.04,-4.9224,2.1734e+05,1.8005e+05,250.9,317.54,62514,2.8936e+05,0.86,0.868,1,0.40071,0
119,273.04,-4.7949,2.1734e+05,1.8005e+05,250.9,317.54,62515,2.8936e+05,0.86,0.86801,1.0035,0.40708,0
119,270.3,-2.3041,2.1712e+05,1.8059e+05,251.65,318.01,63172,2.8936e+05,0.85,0.87451,1.1467,0.4048,0
119,270.3,-2.2515,2.1712e+05,1.8059e+05,251.65,318.01,63172,2.8936e+05,0.85,0.87452,1.1509,0.40708,0
119,270.3,-0.47946,2.1711e+05,1.8058e+05,251.63,318,63156,2.8934e+05,0.85,0.87436,1.3638,0.40708,0
119,270.3,-0.43929,2.1711e+05,1.8058e+05,251.63,318,63156,2.8934e+05,0.85,0.87436,1.3733,0.40428,0
119,270.3,-0.4025,2.1711e+05,1.8058e+05,251.63,318,63157,2.8934e+05,0.85,0.87437,1.3867,0.40525,0
119,270.3,-0.40074,2.1711e+05,1.8058e+05,251.63,318,63157,2.8934e+05,0.85,0.87437,1.389,0.40708,0
119,270.31,-0.34471,2.1712e+05,1.8059e+05,251.64,318.01,63166,2.8935e+05,0.85,0.87446,1.5088,0.40708,0
119,270.31,-0.1533,2.1712e+05,1.8059e+05,251.64,318.01,63166,2.8935e+05,0.85,0.87446,1.6133,0.3993,0
119,270.31,-0.15254,2.1712e+05,1.8059e+05,251.64,318.01,63167,2.8935e+05,0.85,0.87447,1.6184,0.40708,0
119,270.31,-0.05639,2.1713e+05,1.8059e+05,251.65,318.01,63175,2.8937e+05,0.85,0.87455,1.7857,0.40708,0
119,270.3,2.6226,2.1713e+05,1.806e+05,251.66,318.01,63178,2.8937e+05,0.85,0.87458,-0.11875,0.41593,0
119,273.04,4.5732,2.1734e+05,1.8005e+05,250.9,317.54,62514,2.8936e+05,0.86,0.86801,-9.4543e-05,0.41593,0
119,273.04,4.5766,2.1734e+05,1.8005e+05,250.9,317.54,62514,2.8936e+05,0.86,0.86801,0,0.41573,0
119,275.79,5.4557,2.1755e+05,1.7951e+05,250.14,317.06,61859,2.8936e+05,0.87,0.8615,0.05874,0.41851,0
119,278.52,5.9374,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85499,0.10464,0.42031,0
119,281.25,6.1699,2.1799e+05,1.7842e+05,248.62,316.09,60554,2.8936e+05,0.89,0.84848,0.14482,0.42172,0
119,283.98,6.2086,2.1821e+05,1.7787e+05,247.86,315.61,59903,2.8936e+05,0.9,0.84196,0.18179,0.42288,0
119,286.69,6.1017,2.1843e+05,1.7732e+05,247.09,315.12,59255,2.8936e+05,0.91,0.83544,0.21703,0.42387,0
119,289.39,5.8721,2.1865e+05,1.7676e+05,246.32,314.62,58609,2.8936e+05,0.92,0.82892,0.2512,0.42472,0
119,292.08,5.5366,2.1888e+05,1.7621e+05,245.54,314.13,57965,2.8936e+05,0.93,0.8224,0.28467,0.42544,0
119,294.76,5.1122,2.191e+05,1.7565e+05,244.76,313.63,57322,2.8936e+05,0.94,0.81588,0.31773,0.42606,0
119,297.43,4.609,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.35051,0.42656,0
119,300.09,4.0372,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80286,0.38316,0.42697,0
119,302.73,3.4025,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79636,0.41578,0.42728,0
119,305.35,2.7079,2.2001e+05,1.7338e+05,241.61,311.6,54779,2.8936e+05,0.98,0.78986,0.44847,0.42748,0
119,307.97,1.9962,2.2024e+05,1.7281e+05,240.81,311.09,54150,2.8936e+05,0.99,0.78337,0.48,0.42315,0
119,307.97,1.9563,2.2024e+05,1.7281e+05,240.81,311.09,54150,2.8936e+05,0.99,0.78337,0.48134,0.42759,0
119,310.57,1.1402,2.2046e+05,1.7224e+05,240.01,310.57,53524,2.8936e+05,1,0.77689,0.51467,0.4276,0
119,313.15,0.28971,2.2069e+05,1.7166e+05,239.21,310.05,52901,2.8936e+05,1.01,0.77042,0.54667,0.4217,0
119,313.15,0.23416,2.2069e+05,1.7166e+05,239.21,310.05,52901,2.8936e+05,1.01,0.77042,0.54891,0.4275,0
119,315.72,-0.89077,2.2093e+05,1.7109e+05,238.41,309.53,52281,2.8936e+05,1.02,0.76396,0.58667,0.42584,0
119,315.72,-0.91279,2.2093e+05,1.7109e+05,238.41,309.53,52281,2.8936e+05,1.02,0.76396,0.5874,0.42725,0
119,315.7,-3.5177,2.2092e+05,1.7108e+05,238.4,309.53,52281,2.8936e+05,1.02,0.76396,0.64179,0.42667,0
119,310.51,-5.2866,2.2046e+05,1.7223e+05,240.01,310.56,53523,2.8935e+05,1,0.77686,0.66203,0.42638,0
119,313.11,-4.6046,2.2069e+05,1.7166e+05,239.21,310.05,52900,2.8936e+05,1.01,0.7704,0.65417,0.4265,0
119,305.29,-6.3083,2.2001e+05,1.7338e+05,241.6,311.6,54778,2.8936e+05,0.98,0.78983,0.67685,0.42615,0
119,307.91,-5.8692,2.2023e+05,1.7281e+05,240.8,311.08,54148,2.8935e+05,0.99,0.78334,0.66962,0.42626,0
119,302.67,-6.6621,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79634,0.68507,0.42601,0
119,300.03,-6.9413,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80285,0.69435,0.42585,0
119,297.38,-7.1196,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.70725,0.4256,0
119,294.72,-7.2279,2.191e+05,1.7564e+05,244.76,313.63,57321,2.8936e+05,0.94,0.81586,0.7247,0.42525,0
119,292.04,-7.2751,2.1887e+05,1.762e+05,245.54,314.12,57961,2.8936e+05,0.93,0.82236,0.74498,0.42481,0
119,289.36,-7.2196,2.1865e+05,1.7676e+05,246.31,314.62,58607,2.8936e+05,0.92,0.8289,0.76809,0.42425,0
119,286.67,-7.1095,2.1844e+05,1.7732e+05,247.09,315.12,59258,2.8936e+05,0.91,0.83546,0.79375,0.42358,0
119,283.96,-7.0206,2.1821e+05,1.7787e+05,247.86,315.61,59903,2.8936e+05,0.9,0.84195,0.82667,0.42104,0
119,283.96,-6.9948,2.1821e+05,1.7787e+05,247.86,315.61,59903,2.8936e+05,0.9,0.84195,0.82676,0.42262,0
119,281.24,-6.7377,2.1799e+05,1.7842e+05,248.63,316.09,60555,2.8936e+05,0.89,0.84849,0.86072,0.42153,0
119,278.52,-6.3469,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85498,0.90064,0.42011,0
119,275.78,-5.7508,2.1755e+05,1.7951e+05,250.14,317.06,61857,2.8936e+05,0.87,0.86148,0.94667,0.41668,0
119,275.78,-5.722,2.1755e+05,1.7951e+05,250.14,317.06,61857,2.8936e+05,0.87,0.86148,0.94718,0.41827,0
119,273.04,-4.6267,2.1734e+05,1.8005e+05,250.9,317.54,62515,2.8936e+05,0.86,0.86801,1.008,0.41593,0
119,270.3,-2.1397,2.1713e+05,1.8059e+05,251.65,318.01,63173,2.8936e+05,0.85,0.87453,1.16,0.41289,0
119,270.3,-2.0947,2.1713e+05,1.8059e+05,251.65,318.01,63174,2.8936e+05,0.85,0.87454,1.1641,0.41593,0
119,270.3,-0.5811,2.1711e+05,1.8058e+05,251.63,318,63157,2.8934e+05,0.85,0.87437,1.3437,0.41593,0
119,270.3,-0.56366,2.1711e+05,1.8058e+05,251.63,318,63157,2.8934e+05,0.85,0.87437,1.3467,0.41398,0
119,270.3,-0.495,2.1711e+05,1.8058e+05,251.63,318,63156,2.8934e+05,0.85,0.87436,1.36,0.40793,0
119,270.3,-0.40444,2.1711e+05,1.8058e+05,251.64,318,63160,2.8934e+05,0.85,0.8744,1.3949,0.41593,0
119,270.31,-0.3442,2.1712e+05,1.8059e+05,251.64,318.01,63167,2.8935e+05,0.85,0.87447,1.5041,0.41593,0
119,270.31,-0.34451,2.1712e+05,1.8059e+05,251.64,318.01,63166,2.8935e+05,0.85,0.87446,1.5067,0.41103,0
119,270.31,-0.14943,2.1712e+05,1.8059e+05,251.65,318.01,63168,2.8936e+05,0.85,0.87448,1.6251,0.41593,0
119,270.31,-0.054137,2.1713e+05,1.8059e+05,251.65,318.01,63175,2.8937e+05,0.85,0.87455,1.7867,0.40991,0
119,270.31,-0.048972,2.1713e+05,1.8059e+05,251.65,318.01,63176,2.8937e+05,0.85,0.87455,1.7889,0.41593,0
119,270.3,2.4408,2.1713e+05,1.806e+05,251.66,318.01,63178,2.8937e+05,0.85,0.87458,-0.13027,0.42478,0
119,270.3,2.6014,2.1713e+05,1.806e+05,251.66,318.01,63178,2.8937e+05,0.85,0.87458,-0.12,0.41696,0
119,273.04,4.4274,2.1734e+05,1.8005e+05,250.9,317.54,62515,2.8936e+05,0.86,0.86801,-0.0041978,0.42478,0
119,275.79,5.319,2.1755e+05,1.7951e+05,250.14,317.06,61859,2.8936e+05,0.87,0.8615,0.05662,0.42724,0
119,278.53,5.8058,2.1777e+05,1.7897e+05,249.39,316.58,61205,2.8936e+05,0.88,0.85498,0.1035,0.42905,0
119,281.26,6.0415,2.1799e+05,1.7842e+05,248.62,316.09,60554,2.8936e+05,0.89,0.84847,0.14437,0.43046,0
119,283.98,6.0844,2.1821e+05,1.7787e+05,247.86,315.61,59903,2.8936e+05,0.9,0.84195,0.18188,0.43162,0
119,286.69,5.981,2.1843e+05,1.7732e+05,247.09,315.12,59255,2.8936e+05,0.91,0.83543,0.21757,0.43261,0
119,289.39,5.7558,2.1865e+05,1.7676e+05,246.32,314.62,58608,2.8936e+05,0.92,0.82891,0.25212,0.43345,0
119,292.09,5.424,2.1888e+05,1.7621e+05,245.54,314.13,57964,2.8936e+05,0.93,0.8224,0.28591,0.43417,0
119,294.77,5.0052,2.191e+05,1.7565e+05,244.76,313.63,57322,2.8936e+05,0.94,0.81588,0.31925,0.43478,0
119,297.43,4.507,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.35228,0.43528,0
119,300.09,3.942,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80286,0.38515,0.43568,0
119,302.73,3.3124,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79635,0.41798,0.43597,0
119,305.36,2.6248,2.2001e+05,1.7338e+05,241.61,311.6,54779,2.8936e+05,0.98,0.78986,0.45086,0.43617,0
119,307.97,1.8786,2.2024e+05,1.7281e+05,240.81,311.09,54150,2.8936e+05,0.99,0.78337,0.48396,0.43627,0
119,310.57,1.0669,2.2046e+05,1.7224e+05,240.01,310.57,53524,2.8936e+05,1,0.77689,0.51754,0.43627,0
119,313.15,0.14946,2.2069e+05,1.7166e+05,239.21,310.05,52901,2.8936e+05,1.01,0.77042,0.55229,0.43616,0
119,315.72,-1.0569,2.2093e+05,1.7109e+05,238.41,309.53,52282,2.8936e+05,1.02,0.76396,0.59207,0.43589,0
119,315.7,-3.3695,2.2092e+05,1.7109e+05,238.4,309.53,52281,2.8936e+05,1.02,0.76396,0.64,0.43127,0
119,315.7,-3.1187,2.2092e+05,1.7109e+05,238.4,309.53,52281,2.8936e+05,1.02,0.76396,0.63619,0.43543,0
