"TimeStep","Velocity:0","Velocity:1","Total Energy","Internal Energy","Temperature","Speed of Sound","Pressure","Total Enthalpy","Mach Number","Density","Points:0","Points:1","Points:2"
119,294.62,10.433,2.191e+05,1.7565e+05,244.76,313.63,57323,2.8936e+05,0.94,0.81589,0.25034,0.11089,0
119,297.31,9.6924,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.27389,0.1117,0
119,299.98,8.884,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80286,0.29806,0.11245,0
119,302.64,8.1753,2.1978e+05,1.7395e+05,242.4,312.11,55412,2.8936e+05,0.97,0.79637,0.32,0.10475,0
119,302.64,8.0115,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79636,0.32283,0.11313,0
119,305.28,7.1549,2.2001e+05,1.7338e+05,241.61,311.6,54780,2.8936e+05,0.98,0.78987,0.34667,0.10964,0
119,305.29,7.0787,2.2001e+05,1.7338e+05,241.61,311.6,54780,2.8936e+05,0.98,0.78986,0.34816,0.11373,0
119,307.91,6.1191,2.2024e+05,1.7281e+05,240.81,311.09,54151,2.8936e+05,0.99,0.78338,0.37333,0.11256,0
119,307.91,6.0892,2.2024e+05,1.7281e+05,240.81,311.09,54151,2.8936e+05,0.99,0.78337,0.37399,0.11425,0
119,310.53,5.058,2.2047e+05,1.7224e+05,240.01,310.57,53525,2.8936e+05,1,0.7769,0.4,0.114,0
119,310.53,5.0465,2.2047e+05,1.7224e+05,240.01,310.57,53525,2.8936e+05,1,0.7769,0.40028,0.11468,0
119,313.13,3.966,2.207e+05,1.7166e+05,239.21,310.05,52902,2.8936e+05,1.01,0.77043,0.42667,0.11428,0
119,313.13,3.9542,2.207e+05,1.7166e+05,239.21,310.05,52902,2.8936e+05,1.01,0.77043,0.42699,0.11501,0
119,315.71,2.84,2.2093e+05,1.7109e+05,238.41,309.53,52283,2.8936e+05,1.02,0.76397,0.45333,0.11362,0
119,315.71,2.8153,2.2093e+05,1.7109e+05,238.41,309.53,52282,2.8936e+05,1.02,0.76397,0.45407,0.11525,0
119,318.27,1.678,2.2116e+05,1.7051e+05,237.6,309.01,51666,2.8936e+05,1.03,0.75753,0.48,0.1122,0
119,318.27,1.6325,2.2116e+05,1.7051e+05,237.6,309.01,51666,2.8936e+05,1.03,0.75753,0.4815,0.11537,0
119,320.82,0.479,2.2139e+05,1.6993e+05,236.79,308.48,51054,2.8936e+05,1.04,0.7511,0.50667,0.11015,0
119,320.82,0.40758,2.2139e+05,1.6993e+05,236.79,308.48,51053,2.8936e+05,1.04,0.75109,0.50925,0.11539,0
119,323.35,-0.75957,2.2162e+05,1.6935e+05,235.98,307.95,50445,2.8936e+05,1.05,0.74469,0.53333,0.1075,0
119,323.35,-0.86001,2.2162e+05,1.6935e+05,235.98,307.95,50443,2.8936e+05,1.05,0.74468,0.53733,0.11529,0
119,325.86,-2.1522,2.2186e+05,1.6876e+05,235.17,307.42,49837,2.8936e+05,1.06,0.73828,0.56536,0.11509,0
119,328.35,-3.4963,2.2209e+05,1.6818e+05,234.35,306.89,49236,2.8936e+05,1.07,0.7319,0.59378,0.11476,0
119,330.82,-5.0551,2.2233e+05,1.6759e+05,233.54,306.35,48637,2.8936e+05,1.08,0.72554,0.62667,0.11228,0
119,330.82,-5.0638,2.2232e+05,1.6759e+05,233.54,306.35,48637,2.8936e+05,1.08,0.72553,0.62742,0.11423,0
119,333.28,-6.0963,2.2256e+05,1.67e+05,232.72,305.81,48043,2.8936e+05,1.09,0.71919,0.64795,0.11381,0
119,335.73,-7.5706,2.2282e+05,1.6643e+05,231.92,305.29,47473,2.8939e+05,1.1,0.71307,0.67647,0.11315,0
119,320.33,-10.303,2.2125e+05,1.6978e+05,236.59,308.34,50967,2.8916e+05,1.04,0.74981,0.70512,0.11236,0
119,322.89,-9.8932,2.215e+05,1.6922e+05,235.8,307.82,50376,2.8918e+05,1.05,0.74359,0.70316,0.11242,0
119,325.44,-9.4836,2.2175e+05,1.6865e+05,235.01,307.3,49785,2.8921e+05,1.06,0.73738,0.70119,0.11247,0
119,328,-9.0741,2.22e+05,1.6808e+05,234.22,306.79,49195,2.8923e+05,1.07,0.73117,0.69923,0.11253,0
119,330.55,-8.6645,2.2225e+05,1.6751e+05,233.43,306.27,48604,2.8925e+05,1.08,0.72495,0.69727,0.11259,0
119,333.11,-8.2549,2.225e+05,1.6695e+05,232.64,305.76,48013,2.8928e+05,1.09,0.71874,0.6953,0.11264,0
119,335.66,-7.8454,2.2275e+05,1.6638e+05,231.85,305.24,47422,2.893e+05,1.1,0.71253,0.69334,0.1127,0
119,297.05,-12.811,2.1924e+05,1.7499e+05,243.85,313.04,56557,2.8923e+05,0.95,0.80771,0.7196,0.11192,0
119,299.64,-12.545,2.1946e+05,1.7441e+05,243.04,312.52,55933,2.8922e+05,0.96,0.80126,0.71802,0.11196,0
119,302.23,-12.279,2.1968e+05,1.7383e+05,242.24,311.99,55309,2.8921e+05,0.97,0.7948,0.71645,0.11201,0
119,304.82,-12.013,2.199e+05,1.7325e+05,241.43,311.47,54685,2.892e+05,0.98,0.78835,0.71487,0.11206,0
119,307.41,-11.746,2.2012e+05,1.7267e+05,240.62,310.95,54061,2.8919e+05,0.99,0.78189,0.7133,0.11211,0
119,310,-11.48,2.2034e+05,1.7209e+05,239.81,310.42,53437,2.8918e+05,1,0.77544,0.71173,0.11216,0
119,312.59,-11.214,2.2056e+05,1.7151e+05,239,309.9,52813,2.8917e+05,1.01,0.76898,0.71015,0.11221,0
119,315.18,-10.948,2.2078e+05,1.7093e+05,238.2,309.38,52189,2.8916e+05,1.02,0.76253,0.70858,0.11226,0
119,317.77,-10.682,2.21e+05,1.7035e+05,237.39,308.85,51565,2.8914e+05,1.03,0.75607,0.707,0.1123,0
119,289.16,-12.527,2.1865e+05,1.7675e+05,246.3,314.61,58543,2.8935e+05,0.92,0.82797,0.7318,0.11152,0
119,291.79,-12.655,2.1884e+05,1.7617e+05,245.49,314.09,57877,2.8931e+05,0.93,0.82119,0.7275,0.11166,0
119,294.43,-12.784,2.1904e+05,1.7558e+05,244.67,313.56,57212,2.8927e+05,0.94,0.81441,0.7232,0.1118,0
119,286.49,-12.143,2.1843e+05,1.7731e+05,247.08,315.11,59188,2.8935e+05,0.91,0.8345,0.78855,0.10938,0
119,283.77,-12.533,2.1821e+05,1.7787e+05,247.86,315.6,59838,2.8936e+05,0.9,0.84105,0.81897,0.10805,0
119,281.02,-12.972,2.1799e+05,1.7841e+05,248.62,316.09,60485,2.8935e+05,0.89,0.84752,0.84569,0.10677,0
119,278.28,-13.167,2.1777e+05,1.7897e+05,249.39,316.58,61140,2.8936e+05,0.88,0.85408,0.86707,0.10567,0
119,275.52,-13.214,2.1756e+05,1.7951e+05,250.15,317.06,61796,2.8936e+05,0.87,0.86061,0.8866,0.1046,0
119,272.76,-13.198,2.1734e+05,1.8005e+05,250.9,317.53,62446,2.8936e+05,0.86,0.86707,0.90637,0.10347,0
119,270,-12.887,2.1712e+05,1.8059e+05,251.65,318.01,63104,2.8936e+05,0.85,0.87358,0.92448,0.10238,0
119,267.24,-12.368,2.1691e+05,1.8112e+05,252.39,318.48,63762,2.8936e+05,0.84,0.88007,0.942,0.10129,0
119,264.47,-11.691,2.167e+05,1.8166e+05,253.13,318.95,64416,2.8936e+05,0.83,0.88651,0.96,0.098797,0
119,264.47,-11.594,2.167e+05,1.8166e+05,253.13,318.95,64417,2.8936e+05,0.83,0.88653,0.96052,0.10008,0
119,261.72,-10.107,2.1649e+05,1.8218e+05,253.87,319.41,65077,2.8936e+05,0.82,0.893,0.98066,0.098711,0
119,258.95,-8.4547,2.1627e+05,1.8271e+05,254.6,319.87,65729,2.8936e+05,0.81,0.89937,1,0.091496,0
119,259.01,-6.8718,2.1628e+05,1.8271e+05,254.61,319.87,65734,2.8936e+05,0.81,0.89941,1.0133,0.093388,0
119,259.03,-5.7525,2.1628e+05,1.8271e+05,254.6,319.87,65730,2.8936e+05,0.81,0.89938,1.0267,0.091853,0
119,261.9,-2.8615,2.1649e+05,1.8219e+05,253.87,319.41,65079,2.8936e+05,0.82,0.89302,1.0765,0.097345,0
119,261.9,-2.629,2.1649e+05,1.8218e+05,253.87,319.41,65072,2.8936e+05,0.82,0.89294,1.08,0.092097,0
119,264.72,-1.3808,2.167e+05,1.8166e+05,253.14,318.95,64419,2.8936e+05,0.83,0.88655,1.1377,0.097345,0
119,267.52,-0.49836,2.169e+05,1.8112e+05,252.38,318.47,63752,2.8935e+05,0.84,0.87999,1.2396,0.097345,0
119,267.52,-0.4923,2.169e+05,1.8112e+05,252.38,318.47,63751,2.8935e+05,0.84,0.87998,1.24,0.096497,0
119,267.52,0.58244,2.1691e+05,1.8112e+05,252.39,318.48,63828,2.8936e+05,0.84,0.881,-0.24,0.10304,0
119,267.52,0.60037,2.1691e+05,1.8112e+05,252.39,318.48,63828,2.8936e+05,0.84,0.881,-0.23946,0.10619,0
119,264.72,1.5611,2.167e+05,1.8166e+05,253.14,318.95,64486,2.8936e+05,0.83,0.88748,-0.12955,0.10619,0
119,261.9,3.2577,2.1649e+05,1.8218e+05,253.87,319.41,65146,2.8936e+05,0.82,0.89396,-0.066667,0.10403,0
119,261.89,3.4112,2.1649e+05,1.8219e+05,253.87,319.41,65147,2.8936e+05,0.82,0.89396,-0.064553,0.10619,0
119,261.76,9.0503,2.1649e+05,1.8219e+05,253.88,319.41,65150,2.8936e+05,0.82,0.89399,0.0096075,0.10687,0
119,261.74,9.5334,2.1649e+05,1.8219e+05,253.88,319.41,65151,2.8937e+05,0.82,0.89399,0.013333,0.10274,0
119,264.5,10.793,2.167e+05,1.8166e+05,253.14,318.95,64490,2.8936e+05,0.83,0.88751,0.033435,0.1085,0
119,267.27,11.741,2.1691e+05,1.8113e+05,252.4,318.48,63831,2.8936e+05,0.84,0.88103,0.052244,0.10973,0
119,267.26,11.947,2.1691e+05,1.8113e+05,252.4,318.48,63831,2.8936e+05,0.84,0.88103,0.053333,0.10574,0
119,270.02,12.384,2.1713e+05,1.8059e+05,251.65,318.01,63175,2.8936e+05,0.85,0.87454,0.070472,0.11088,0
119,272.79,12.695,2.1734e+05,1.8005e+05,250.9,317.54,62519,2.8936e+05,0.86,0.86805,0.088337,0.11195,0
119,275.54,12.812,2.1756e+05,1.7951e+05,250.15,317.06,61862,2.8936e+05,0.87,0.86152,0.10615,0.11298,0
119,278.29,12.792,2.1778e+05,1.7897e+05,249.39,316.58,61210,2.8936e+05,0.88,0.85502,0.12528,0.11403,0
119,281.04,12.626,2.18e+05,1.7842e+05,248.63,316.1,60558,2.8936e+05,0.89,0.84851,0.14486,0.11505,0
119,283.78,12.332,2.1821e+05,1.7787e+05,247.86,315.61,59906,2.8936e+05,0.9,0.84198,0.16463,0.11603,0
119,286.51,11.945,2.1843e+05,1.7732e+05,247.09,315.12,59257,2.8936e+05,0.91,0.83545,0.18542,0.11699,0
119,289.23,11.452,2.1866e+05,1.7676e+05,246.32,314.62,58611,2.8936e+05,0.92,0.82893,0.20725,0.11794,0
119,291.93,10.876,2.1888e+05,1.7621e+05,245.54,314.13,57966,2.8936e+05,0.93,0.82241,0.22962,0.11884,0
119,294.63,10.222,2.191e+05,1.7565e+05,244.76,313.63,57323,2.8936e+05,0.94,0.81589,0.25267,0.1197,0
119,297.32,9.4889,2.1933e+05,1.7508e+05,243.98,313.12,56684,2.8936e+05,0.95,0.80938,0.27646,0.1205,0
119,299.99,8.6881,2.1955e+05,1.7452e+05,243.19,312.62,56047,2.8936e+05,0.96,0.80287,0.30087,0.12123,0
119,302.65,7.8231,2.1978e+05,1.7395e+05,242.4,312.11,55412,2.8936e+05,0.97,0.79637,0.32586,0.1219,0
119,305.29,6.8977,2.2001e+05,1.7338e+05,241.61,311.6,54781,2.8936e+05,0.98,0.78987,0.3514,0.12249,0
119,307.92,5.9156,2.2024e+05,1.7281e+05,240.81,311.09,54152,2.8936e+05,0.99,0.78338,0.37742,0.12299,0
119,310.53,4.8804,2.2047e+05,1.7224e+05,240.01,310.57,53526,2.8936e+05,1,0.77691,0.4039,0.12341,0
119,313.13,3.7957,2.207e+05,1.7166e+05,239.21,310.05,52903,2.8936e+05,1.01,0.77044,0.43078,0.12373,0
119,315.71,2.6645,2.2093e+05,1.7109e+05,238.41,309.53,52283,2.8936e+05,1.02,0.76398,0.45803,0.12394,0
119,318.27,1.4892,2.2116e+05,1.7051e+05,237.6,309.01,51667,2.8936e+05,1.03,0.75754,0.48563,0.12405,0
119,320.82,0.27129,2.2139e+05,1.6993e+05,236.79,308.48,51054,2.8936e+05,1.04,0.75111,0.51354,0.12405,0
119,323.35,-0.98863,2.2162e+05,1.6935e+05,235.98,307.95,50444,2.8936e+05,1.05,0.74469,0.5418,0.12394,0
119,325.86,-2.275,2.2186e+05,1.6876e+05,235.17,307.42,49839,2.8936e+05,1.06,0.73829,0.56989,0.12372,0
119,328.35,-3.5886,2.2209e+05,1.6818e+05,234.36,306.89,49238,2.8936e+05,1.07,0.73192,0.59778,0.12339,0
119,330.82,-5.0976,2.2233e+05,1.6759e+05,233.54,306.35,48640,2.8936e+05,1.08,0.72556,0.63053,0.12285,0
119,333.28,-6.2109,2.2256e+05,1.67e+05,232.72,305.81,48042,2.8936e+05,1.09,0.71919,0.65333,0.12231,0
119,333.26,-7.1729,2.2256e+05,1.6701e+05,232.72,305.82,48046,2.8936e+05,1.09,0.71923,0.66667,0.12172,0
119,333.26,-7.1699,2.2256e+05,1.6701e+05,232.72,305.82,48046,2.8936e+05,1.09,0.71923,0.66674,0.12208,0
119,335.73,-7.3589,2.2282e+05,1.6643e+05,231.92,305.29,47475,2.894e+05,1.1,0.7131,0.67758,0.12181,0
119,335.66,-7.8432,2.2275e+05,1.6638e+05,231.85,305.24,47422,2.893e+05,1.1,0.71253,0.69333,0.11278,0
119,335.71,-7.5381,2.228e+05,1.6642e+05,231.9,305.27,47459,2.8937e+05,1.1,0.71292,0.68478,0.12163,0
119,317.78,-10.675,2.2101e+05,1.7036e+05,237.39,308.86,51568,2.8915e+05,1.03,0.75613,0.70667,0.11527,0
119,317.8,-10.596,2.2103e+05,1.7038e+05,237.42,308.87,51586,2.8918e+05,1.03,0.75631,0.70588,0.12104,0
119,320.35,-10.17,2.2127e+05,1.6981e+05,236.62,308.35,50991,2.892e+05,1.04,0.75006,0.70398,0.12109,0
119,322.91,-9.7437,2.2152e+05,1.6924e+05,235.83,307.84,50396,2.8922e+05,1.05,0.74381,0.70208,0.12115,0
119,325.47,-9.3176,2.2177e+05,1.6866e+05,235.03,307.32,49800,2.8923e+05,1.06,0.73756,0.70018,0.1212,0
119,328.02,-8.8915,2.2201e+05,1.6809e+05,234.24,306.8,49205,2.8925e+05,1.07,0.7313,0.69828,0.12126,0
119,330.58,-8.4654,2.2226e+05,1.6752e+05,233.44,306.28,48610,2.8927e+05,1.08,0.72505,0.69638,0.12131,0
119,333.14,-8.0394,2.2251e+05,1.6695e+05,232.65,305.76,48015,2.8929e+05,1.09,0.7188,0.69447,0.12137,0
119,297.06,-12.772,2.1926e+05,1.7501e+05,243.87,313.05,56581,2.8926e+05,0.95,0.80799,0.71925,0.12063,0
119,299.65,-12.509,2.1948e+05,1.7443e+05,243.07,312.53,55955,2.8925e+05,0.96,0.80152,0.71759,0.12068,0
119,302.25,-12.245,2.197e+05,1.7385e+05,242.26,312.01,55329,2.8924e+05,0.97,0.79505,0.71593,0.12073,0
119,304.84,-11.981,2.1992e+05,1.7327e+05,241.45,311.48,54703,2.8922e+05,0.98,0.78858,0.71428,0.12078,0
119,307.44,-11.718,2.2014e+05,1.7269e+05,240.64,310.96,54077,2.8921e+05,0.99,0.78211,0.71262,0.12084,0
119,310.03,-11.454,2.2036e+05,1.7211e+05,239.83,310.44,53451,2.892e+05,1,0.77564,0.71096,0.12089,0
119,312.63,-11.19,2.2058e+05,1.7153e+05,239.03,309.92,52825,2.8919e+05,1.01,0.76917,0.7093,0.12094,0
119,315.22,-10.927,2.208e+05,1.7095e+05,238.22,309.39,52199,2.8918e+05,1.02,0.7627,0.70764,0.12099,0
119,289.17,-12.482,2.1865e+05,1.7676e+05,246.31,314.62,58556,2.8936e+05,0.92,0.82815,0.73225,0.12021,0
119,291.81,-12.643,2.1885e+05,1.7618e+05,245.5,314.1,57892,2.8932e+05,0.93,0.82139,0.72744,0.12037,0
119,294.44,-12.803,2.1905e+05,1.7559e+05,244.68,313.58,57228,2.8929e+05,0.94,0.81463,0.72264,0.12052,0
119,286.5,-12.025,2.1843e+05,1.7732e+05,247.09,315.11,59198,2.8936e+05,0.91,0.83464,0.78776,0.11815,0
119,283.78,-12.353,2.1821e+05,1.7787e+05,247.86,315.61,59849,2.8936e+05,0.9,0.84118,0.81812,0.11683,0
119,281.03,-12.744,2.1799e+05,1.7842e+05,248.62,316.09,60495,2.8936e+05,0.89,0.84767,0.84501,0.11556,0
119,278.29,-12.916,2.1777e+05,1.7897e+05,249.39,316.58,61150,2.8936e+05,0.88,0.8542,0.8671,0.11443,0
119,275.54,-12.927,2.1756e+05,1.7951e+05,250.15,317.06,61806,2.8936e+05,0.87,0.86074,0.88698,0.11336,0
119,272.76,-13.093,2.1734e+05,1.8005e+05,250.9,317.53,62450,2.8936e+05,0.86,0.86711,0.90667,0.10633,0
119,272.78,-12.865,2.1734e+05,1.8005e+05,250.9,317.54,62457,2.8936e+05,0.86,0.86721,0.90725,0.11221,0
119,270.02,-12.515,2.1712e+05,1.8059e+05,251.65,318.01,63114,2.8936e+05,0.85,0.87372,0.9261,0.11109,0
119,267.26,-11.913,2.1691e+05,1.8113e+05,252.4,318.48,63772,2.8936e+05,0.84,0.88021,0.9445,0.10994,0
119,264.5,-10.984,2.167e+05,1.8166e+05,253.14,318.95,64428,2.8936e+05,0.83,0.88667,0.96435,0.10865,0
119,261.75,-9.4568,2.1649e+05,1.8219e+05,253.87,319.41,65084,2.8936e+05,0.82,0.8931,0.98667,0.10544,0
119,261.75,-9.2779,2.1649e+05,1.8219e+05,253.87,319.41,65086,2.8936e+05,0.82,0.89313,0.98817,0.10703,0
119,261.9,-3.2575,2.1649e+05,1.8219e+05,253.88,319.41,65089,2.8936e+05,0.82,0.89315,1.0693,0.10619,0
119,264.72,-1.5572,2.167e+05,1.8166e+05,253.14,318.95,64427,2.8936e+05,0.83,0.88667,1.1325,0.10619,0
119,264.72,-1.5248,2.167e+05,1.8166e+05,253.14,318.95,64425,2.8936e+05,0.83,0.88664,1.1333,0.10438,0
119,267.52,-0.56025,2.169e+05,1.8112e+05,252.39,318.47,63762,2.8935e+05,0.84,0.88012,1.2357,0.10619,0
119,267.52,0.65093,2.1691e+05,1.8113e+05,252.4,318.48,63829,2.8936e+05,0.84,0.88101,-0.23771,0.11504,0
119,264.72,1.7303,2.167e+05,1.8166e+05,253.13,318.95,64486,2.8936e+05,0.83,0.88747,-0.12518,0.11504,0
119,261.89,4.0817,2.1649e+05,1.8219e+05,253.87,319.41,65148,2.8936e+05,0.82,0.89398,-0.054574,0.11504,0
119,261.79,8.2011,2.1649e+05,1.8219e+05,253.87,319.41,65150,2.8936e+05,0.82,0.89399,0.0023949,0.11521,0
119,264.53,10.2,2.167e+05,1.8166e+05,253.14,318.95,64491,2.8936e+05,0.83,0.88752,0.029502,0.11707,0
119,267.29,11.28,2.1691e+05,1.8113e+05,252.4,318.48,63833,2.8936e+05,0.84,0.88104,0.049718,0.11839,0
119,270.04,11.992,2.1713e+05,1.8059e+05,251.66,318.01,63177,2.8937e+05,0.85,0.87456,0.068929,0.11959,0
119,272.8,12.335,2.1734e+05,1.8006e+05,250.9,317.54,62520,2.8937e+05,0.86,0.86806,0.087431,0.12069,0
119,275.56,12.492,2.1756e+05,1.7951e+05,250.15,317.06,61863,2.8936e+05,0.87,0.86153,0.10587,0.12175,0
119,278.31,12.503,2.1778e+05,1.7897e+05,249.39,316.58,61210,2.8936e+05,0.88,0.85503,0.12546,0.12281,0
119,281.05,12.363,2.18e+05,1.7842e+05,248.63,316.1,60559,2.8937e+05,0.89,0.84852,0.1455,0.12385,0
119,283.79,12.087,2.1821e+05,1.7787e+05,247.86,315.61,59906,2.8936e+05,0.9,0.84198,0.16567,0.12483,0
119,286.52,11.723,2.1843e+05,1.7732e+05,247.09,315.12,59257,2.8936e+05,0.91,0.83545,0.18667,0.12562,0
119,286.52,11.719,2.1843e+05,1.7732e+05,247.09,315.12,59257,2.8936e+05,0.91,0.83545,0.18669,0.12579,0
119,289.23,11.239,2.1866e+05,1.7676e+05,246.32,314.62,58610,2.8936e+05,0.92,0.82893,0.20885,0.12674,0
119,291.94,10.674,2.1888e+05,1.7621e+05,245.54,314.13,57966,2.8936e+05,0.93,0.82241,0.23154,0.12764,0
119,294.63,10.164,2.191e+05,1.7565e+05,244.76,313.63,57323,2.8936e+05,0.94,0.81589,0.25333,0.12238,0
119,294.64,10.031,2.191e+05,1.7565e+05,244.76,313.63,57323,2.8936e+05,0.94,0.81589,0.25487,0.12849,0
119,297.32,9.3091,2.1933e+05,1.7508e+05,243.98,313.12,56683,2.8936e+05,0.95,0.80937,0.2789,0.12928,0
119,299.99,8.5163,2.1955e+05,1.7452e+05,243.19,312.62,56046,2.8936e+05,0.96,0.80286,0.30356,0.13001,0
119,302.65,7.6588,2.1978e+05,1.7395e+05,242.4,312.11,55411,2.8936e+05,0.97,0.79635,0.32878,0.13066,0
119,305.29,6.7407,2.2001e+05,1.7338e+05,241.61,311.6,54779,2.8936e+05,0.98,0.78986,0.35453,0.13124,0
119,307.92,5.766,2.2024e+05,1.7281e+05,240.81,311.09,54151,2.8936e+05,0.99,0.78337,0.38075,0.13173,0
119,310.53,4.7383,2.2047e+05,1.7224e+05,240.01,310.57,53525,2.8936e+05,1,0.77689,0.40742,0.13213,0
119,313.13,3.6612,2.207e+05,1.7166e+05,239.21,310.05,52902,2.8936e+05,1.01,0.77042,0.43449,0.13244,0
119,315.71,2.5377,2.2093e+05,1.7109e+05,238.41,309.53,52282,2.8936e+05,1.02,0.76397,0.46191,0.13264,0
119,318.27,1.3701,2.2116e+05,1.7051e+05,237.6,309.01,51666,2.8936e+05,1.03,0.75752,0.48967,0.13273,0
119,320.82,0.15892,2.2139e+05,1.6993e+05,236.79,308.48,51052,2.8936e+05,1.04,0.75109,0.51776,0.13272,0
119,323.35,-1.0928,2.2162e+05,1.6935e+05,235.98,307.95,50443,2.8936e+05,1.05,0.74467,0.54618,0.13259,0
119,325.86,-2.3528,2.2186e+05,1.6876e+05,235.17,307.42,49837,2.8936e+05,1.06,0.73828,0.57333,0.13053,0
119,325.86,-2.3765,2.2186e+05,1.6876e+05,235.17,307.42,49837,2.8936e+05,1.06,0.73828,0.57441,0.13235,0
119,328.35,-3.6272,2.2209e+05,1.6818e+05,234.35,306.89,49237,2.8936e+05,1.07,0.73192,0.6,0.12817,0
119,328.35,-3.6753,2.2209e+05,1.6818e+05,234.35,306.89,49236,2.8936e+05,1.07,0.73191,0.60225,0.132,0
119,330.82,-5.0914,2.2233e+05,1.6759e+05,233.54,306.35,48639,2.8936e+05,1.08,0.72555,0.63351,0.13148,0
119,333.26,-7.0343,2.2257e+05,1.6701e+05,232.72,305.82,48049,2.8937e+05,1.09,0.71925,0.66824,0.13074,0
119,335.74,-7.1174,2.2282e+05,1.6643e+05,231.92,305.29,47473,2.8939e+05,1.1,0.71307,0.6786,0.13048,0
119,335.72,-7.2193,2.2281e+05,1.6642e+05,231.91,305.28,47467,2.8938e+05,1.1,0.71301,0.68181,0.1304,0
119,315.26,-10.906,2.2081e+05,1.7096e+05,238.23,309.41,52203,2.8919e+05,1.02,0.76279,0.70667,0.12902,0
119,315.26,-10.896,2.2081e+05,1.7096e+05,238.24,309.41,52205,2.8919e+05,1.02,0.76281,0.70657,0.12972,0
119,317.82,-10.462,2.2105e+05,1.7039e+05,237.44,308.89,51606,2.8921e+05,1.03,0.75652,0.70472,0.12977,0
119,320.37,-10.028,2.2129e+05,1.6982e+05,236.64,308.37,51007,2.8922e+05,1.04,0.75024,0.70286,0.12983,0
119,322.93,-9.5939,2.2154e+05,1.6925e+05,235.84,307.85,50408,2.8923e+05,1.05,0.74395,0.70101,0.12988,0
119,325.49,-9.16,2.2178e+05,1.6867e+05,235.05,307.33,49809,2.8925e+05,1.06,0.73766,0.69916,0.12993,0
119,328.05,-8.7261,2.2202e+05,1.681e+05,234.25,306.81,49210,2.8926e+05,1.07,0.73138,0.6973,0.12998,0
119,330.6,-8.2921,2.2226e+05,1.6753e+05,233.45,306.29,48611,2.8927e+05,1.08,0.72509,0.69545,0.13004,0
119,333.16,-7.8582,2.2251e+05,1.6696e+05,232.65,305.77,48012,2.8929e+05,1.09,0.71881,0.69359,0.13009,0
119,297.07,-12.68,2.1927e+05,1.7502e+05,243.89,313.06,56600,2.8928e+05,0.95,0.80821,0.71889,0.12935,0
119,299.67,-12.426,2.1949e+05,1.7444e+05,243.08,312.54,55972,2.8927e+05,0.96,0.80173,0.71713,0.1294,0
119,302.27,-12.173,2.1971e+05,1.7386e+05,242.27,312.02,55344,2.8925e+05,0.97,0.79524,0.71537,0.12946,0
119,304.87,-11.919,2.1993e+05,1.7328e+05,241.47,311.5,54716,2.8924e+05,0.98,0.78875,0.71361,0.12951,0
119,307.47,-11.666,2.2015e+05,1.727e+05,240.66,310.97,54088,2.8923e+05,0.99,0.78226,0.71186,0.12956,0
119,310.06,-11.412,2.2037e+05,1.7212e+05,239.85,310.45,53459,2.8922e+05,1,0.77577,0.7101,0.12962,0
119,312.66,-11.159,2.2059e+05,1.7154e+05,239.04,309.93,52831,2.892e+05,1.01,0.76928,0.70834,0.12967,0
119,289.19,-12.391,2.1866e+05,1.7676e+05,246.32,314.62,58564,2.8936e+05,0.92,0.82827,0.73281,0.12891,0
119,291.82,-12.58,2.1886e+05,1.7618e+05,245.51,314.1,57902,2.8933e+05,0.93,0.82153,0.72741,0.12908,0
119,294.46,-12.769,2.1906e+05,1.756e+05,244.7,313.58,57241,2.893e+05,0.94,0.8148,0.72201,0.12925,0
119,286.51,-11.9,2.1843e+05,1.7731e+05,247.09,315.11,59204,2.8935e+05,0.91,0.83473,0.78709,0.12691,0
119,283.78,-12.172,2.1821e+05,1.7787e+05,247.86,315.61,59855,2.8936e+05,0.9,0.84127,0.81741,0.12561,0
119,281.04,-12.513,2.1799e+05,1.7842e+05,248.62,316.09,60502,2.8936e+05,0.89,0.84776,0.84436,0.12435,0
119,278.3,-12.663,2.1777e+05,1.7897e+05,249.39,316.58,61156,2.8936e+05,0.88,0.85429,0.86717,0.1232,0
119,275.55,-12.638,2.1756e+05,1.7951e+05,250.15,317.06,61812,2.8936e+05,0.87,0.86083,0.88742,0.12211,0
119,272.79,-12.528,2.1734e+05,1.8005e+05,250.9,317.54,62464,2.8936e+05,0.86,0.86731,0.90818,0.12095,0
119,270.03,-12.145,2.1712e+05,1.8059e+05,251.65,318.01,63121,2.8936e+05,0.85,0.87381,0.92783,0.11978,0
119,267.27,-11.538,2.1691e+05,1.8113e+05,252.4,318.48,63778,2.8936e+05,0.84,0.88029,0.94667,0.11725,0
119,267.28,-11.468,2.1691e+05,1.8113e+05,252.4,318.48,63779,2.8936e+05,0.84,0.8803,0.94714,0.11859,0
119,264.52,-10.415,2.167e+05,1.8166e+05,253.14,318.95,64436,2.8936e+05,0.83,0.88677,0.96829,0.11721,0
119,261.78,-8.4725,2.1649e+05,1.8219e+05,253.87,319.41,65095,2.8936e+05,0.82,0.89324,0.99553,0.11536,0
119,261.89,-3.9587,2.1649e+05,1.8219e+05,253.87,319.41,65095,2.8936e+05,0.82,0.89325,1.0582,0.11504,0
