x,Cp
-1.0,-0.00013056171485480975
-0.953125,0.0013626907656659403
-0.90625,0.0004493955677706148
-0.859375,0.0012816173559222705
-0.8125,0.0007588082457727679
-0.765625,0.0014700868619523084
-0.71875,0.0011433169497752091
-0.671875,0.002002904505435244
-0.625,0.0019040079560380954
-0.578125,0.0031144397560386346
-0.53125,0.0033167403299206636
-0.484375,0.005268695452293167
-0.4375,0.0060055785530220675
-0.390625,0.009338765679835305
-0.34375,0.01098175960776333
-0.296875,0.0168306913027256
-0.25,0.020352612341905815
-0.203125,0.03141857442615268
-0.15625,0.04027259100681224
-0.109375,0.06545664406729478
-0.0625,0.09878700667290455
-0.015625,0.17457152873100015
0.03125,0.1131346040678239
0.078125,-0.03181798468888035
0.125,-0.06855302261982062
0.171875,-0.1474894418490602
0.21875,-0.1748027859017258
0.265625,-0.23597023706097495
0.3125,-0.2589073533686437
0.359375,-0.31239431409718
0.40625,-0.33008064610008586
0.453125,-0.3820044307238728
0.5,-0.4099918732536957
0.546875,-0.43843082632717273
0.59375,-0.47356784071444175
0.640625,-0.5361567134157633
0.6875,-0.4385568334939067
0.734375,-0.2136017208577669
0.78125,-0.15426011073522133
0.828125,-0.12996137084512066
0.875,-0.07290025390600274
0.921875,-0.022820792808576473
0.96875,0.08930048111700906
1.015625,0.18151199220848854
1.0625,0.10479520757136018
1.109375,0.06393958136322066
1.15625,0.039833917937742415
1.203125,0.03041000947218043
1.25,0.017784164579775098
1.296875,0.01488959999446882
1.34375,0.007028399994190187
1.390625,0.006458311315177096
1.4375,0.0016413890350129826
1.484375,0.0026331072377578767
1.53125,4.237947297731366e-05
1.578125,0.0016306106169123298
1.625,-0.00014494253194637137
1.671875,0.0008740979165083335
1.71875,-0.001071491186875268
1.765625,-0.0006042575638746044
1.8125,-0.0022704962670456017
1.859375,-0.0016671705016344973
1.90625,-0.002727490197059422
1.953125,-0.0019863350176560542
2.0,-0.002752627080030765
